component 1,component 2,component 3,component 4,component 5,class
3.4094043,7.9270906,7.305182,6.5084853,1.2948589,GALAXY
3.3235123,3.3108938,2.4414492,8.195266,6.416309,STAR
4.139696,0.8590779,0.7093395,7.9452662,2.3079362,QSO
7.8517213,6.5077453,4.8320355,3.7143822,8.306613,STAR
6.351759,2.3376935,3.0154784,6.262187,10.115861,GALAXY
5.5029144,7.5170956,4.23447,-0.93906164,3.1557734,QSO
4.2066793,2.2388268,8.101109,5.777672,9.361676,GALAXY
9.767279,2.4715889,3.2408628,6.7233887,1.7237487,QSO
1.4308865,8.51277,5.7279406,4.0690093,3.9998713,GALAXY
9.470228,3.82219,4.768505,2.5806508,0.005152041,GALAXY
7.8848896,4.546062,5.265667,2.3188949,0.021752752,QSO
6.504404,6.2251873,4.3936143,-0.13951008,4.9114323,GALAXY
6.5903087,6.65549,5.9414577,2.579633,9.773,GALAXY
5.5742455,4.360683,8.185653,5.972496,1.3008764,GALAXY
5.4789467,8.653704,6.230909,3.6794908,3.9110186,GALAXY
5.1210794,7.9869423,9.691328,6.64655,3.7723784,GALAXY
7.0036817,3.2688885,2.4579384,4.3328786,9.625308,GALAXY
7.9102726,2.7518983,2.7604802,8.292282,1.5243022,QSO
-0.07345493,7.874906,5.7396526,3.9852507,4.4193554,GALAXY
6.9901085,5.093998,5.4017787,0.49555346,3.5227115,STAR
3.0177855,1.0939199,2.502208,6.5632434,4.6089387,GALAXY
6.7317543,6.6574945,6.684328,4.245262,3.3744752,STAR
1.4508913,1.1895654,1.18232,6.770199,4.4571733,QSO
5.5283546,2.2847219,3.34998,7.3069315,9.54214,GALAXY
7.396045,8.016958,5.9014153,4.002474,8.342312,GALAXY
5.1578946,2.3415947,3.3346605,7.5482206,9.196529,GALAXY
4.4045305,8.363156,7.0649924,5.835439,7.8073945,GALAXY
5.586485,7.3218985,1.569605,-0.07829514,4.1842937,STAR
4.4088516,5.122925,6.916883,3.8615882,10.19439,GALAXY
3.8385458,3.546527,6.762743,5.2753773,8.855838,STAR
7.6236734,2.3339136,1.4528708,8.380762,2.3977747,QSO
6.3406615,1.1097904,1.0426542,9.114983,3.1548963,QSO
5.927403,7.3181925,4.5569944,-1.4021271,4.1750116,STAR
8.891772,2.9251616,4.9070845,2.6746156,1.6062735,STAR
6.205378,6.666453,6.4938574,2.8487515,10.189006,GALAXY
0.90690213,7.310324,7.991518,6.06536,6.0605016,GALAXY
2.8091726,2.0776808,2.8766112,7.559318,4.962283,GALAXY
4.4266996,6.1406693,6.7686076,3.8154476,3.1518142,STAR
6.895721,3.2597988,2.354878,4.983845,9.568509,GALAXY
7.31417,3.6916494,3.4392028,2.304369,9.996298,GALAXY
3.8058372,1.6105285,5.9858823,6.730394,7.1556134,GALAXY
2.1967041,3.3308232,1.4599577,8.430424,6.525076,STAR
3.7660406,0.6842223,0.55564,6.9266696,2.9259572,QSO
3.2396202,9.146197,7.195174,7.6771755,4.115269,GALAXY
2.2004316,3.1202397,8.418134,5.9588203,7.381569,GALAXY
1.0795894,7.4913664,8.045539,6.209926,6.183098,GALAXY
5.4580097,7.3420057,3.0934196,-0.5206406,3.760205,QSO
7.144939,3.1740983,2.373464,4.635426,9.757109,GALAXY
4.0079756,2.8089736,5.9750915,5.862828,8.228341,STAR
6.73847,6.2191095,7.5625668,5.1786404,2.7053852,GALAXY
5.9219537,4.4535785,2.7157736,6.6558685,7.4703946,GALAXY
5.999366,6.132865,5.6716194,3.0320024,9.471362,GALAXY
8.270044,7.3490086,5.338854,3.7738042,8.239948,GALAXY
6.4086275,5.0138373,7.3884683,5.5669694,1.4082371,STAR
7.4736896,4.9835024,6.467854,-0.48246342,2.1694307,STAR
3.6388497,3.8965404,7.2198386,5.121821,9.087135,STAR
7.6240005,5.090877,4.6888204,4.3345423,2.0971985,GALAXY
1.5979831,5.763708,4.9369855,2.9689155,3.7938936,GALAXY
5.311155,7.570654,6.6541643,4.356898,8.976983,GALAXY
8.662594,2.5538669,4.7723775,3.3883607,2.0208104,STAR
5.00469,7.7160516,6.154068,3.274982,3.8748863,GALAXY
2.9115813,1.7365669,0.39893723,8.312752,3.8187034,STAR
1.2826846,7.240894,9.02602,5.8370605,1.733329,GALAXY
2.8453996,6.3230543,7.582558,2.1397328,3.4359665,GALAXY
0.16270316,7.6020117,7.932863,5.0868216,4.7679334,GALAXY
5.9754486,3.9656222,4.822097,2.3110352,10.415193,GALAXY
2.8321846,1.2407317,0.5586607,7.966578,3.148316,QSO
1.5769393,8.202552,8.370525,7.0119495,2.6219904,GALAXY
2.1276252,7.7484126,8.122829,6.4247084,1.959885,GALAXY
5.2429852,4.9907303,9.366873,6.8090944,2.3451571,GALAXY
3.3504086,2.732864,3.124067,8.051187,7.8841305,GALAXY
6.411506,6.532074,5.103192,-1.035235,4.1536727,STAR
0.27353534,7.576171,9.014645,4.8152084,3.4322486,GALAXY
4.857415,4.182677,2.034685,7.9096446,6.720811,STAR
8.642733,4.498085,5.084751,2.3220286,-0.2252444,QSO
7.677166,8.388659,5.7887983,4.885224,7.4332647,STAR
0.11517749,8.19382,6.4358716,3.8212628,4.5407653,GALAXY
5.145028,8.175677,6.53925,5.5510826,7.4995413,STAR
7.0050488,1.1697795,1.7911315,9.139521,3.6424894,STAR
0.79496336,4.596842,7.609824,5.3307986,6.279018,GALAXY
3.9647517,10.434181,4.545315,3.5884583,4.3847857,GALAXY
9.943637,3.8613162,3.9877136,4.0129128,0.12626165,QSO
2.3373618,8.198032,7.784652,6.959945,2.674419,STAR
4.9953647,6.4326773,3.9480069,1.0293295,2.8085735,GALAXY
5.488797,7.976332,6.478723,4.981412,8.133163,GALAXY
6.1177745,9.528868,6.1939726,6.9882317,5.636174,GALAXY
2.0707796,0.8510241,1.5259205,6.5476894,4.5339413,QSO
6.5460997,8.135294,6.1096983,4.701129,7.999876,GALAXY
7.752223,5.5190945,3.965113,3.9411542,8.4497,GALAXY
2.2802336,3.2174842,8.492374,5.922595,7.652832,GALAXY
0.59698004,7.6995306,8.546088,5.602621,4.015534,GALAXY
5.5873704,2.55049,4.5763664,4.3601975,10.349751,GALAXY
-0.19713572,8.619077,7.0305147,3.3897645,4.5487404,GALAXY
4.2272797,1.5703901,2.4986937,7.3269987,2.7595623,GALAXY
3.142437,10.974528,4.844421,3.7398727,4.463781,GALAXY
7.1596293,6.233965,4.688335,4.564768,7.6892505,STAR
7.0598803,4.7160225,5.279641,1.9074078,10.688672,GALAXY
7.1930933,5.1489167,6.1109743,-0.38615322,2.9508018,STAR
5.269658,1.1399132,0.4080461,8.149281,3.2509573,GALAXY
6.907781,3.5738623,4.2163568,4.9548492,4.086382,STAR
5.9778724,1.9018012,1.9820566,8.595698,4.1320686,STAR
0.8877827,7.53884,8.127969,4.348375,3.8887496,STAR
8.04325,3.8514533,6.1552773,0.34608272,1.8999722,STAR
5.689954,7.1892643,4.9003735,-0.578264,2.3384297,GALAXY
5.3538527,2.0736241,4.7616153,6.094117,9.777019,GALAXY
4.942194,4.084631,6.059476,3.4353168,10.44405,GALAXY
4.2734027,1.4582379,5.5945015,7.082579,8.071159,GALAXY
5.6132627,4.346252,2.4852028,7.0330105,7.6513376,QSO
4.355456,1.5290623,4.4448504,7.7806277,8.386808,GALAXY
7.8328557,3.6657152,5.50868,1.3695174,2.716998,STAR
9.525935,2.4742362,3.5152373,6.8258147,1.405748,STAR
7.0348864,6.713104,0.59500885,1.2514967,3.9067466,STAR
2.372016,2.0011947,3.3646185,7.669091,6.837538,GALAXY
4.8713455,4.588757,9.354065,6.876513,2.1284628,GALAXY
8.923932,4.07815,3.889833,5.156495,0.032734327,QSO
0.8491851,4.6489983,7.698671,5.398106,6.4545193,GALAXY
3.8379934,0.6805889,0.49409533,7.051833,2.8882375,QSO
6.1543746,5.78761,5.0289145,1.2606148,1.8323653,GALAXY
1.2023324,1.888879,1.8358338,7.4897585,4.7391186,QSO
2.270413,1.016315,2.0307589,6.7059727,4.005762,QSO
1.7069275,3.5351036,7.234972,5.4349904,5.6539235,GALAXY
0.86744523,5.766104,8.048553,5.695665,7.1363378,STAR
3.7920008,7.679935,7.1421294,5.6705995,7.8740797,GALAXY
3.3604698,8.184152,7.2466316,6.47402,6.6046195,GALAXY
1.6567959,3.9397917,7.261219,5.4298453,5.9808626,GALAXY
6.603493,7.373269,5.8557215,3.9159477,8.562012,GALAXY
8.260631,5.798012,2.8571167,3.0177436,3.2428126,GALAXY
5.6765885,1.4329239,1.1556115,9.133316,4.122411,STAR
5.772468,2.1602519,3.4548976,7.2494674,9.644541,GALAXY
2.2580462,7.8346148,8.095157,6.722771,1.2841098,GALAXY
6.191979,8.249376,6.6631656,4.240604,8.991418,GALAXY
1.6826888,2.951086,1.1164756,8.145832,6.216201,STAR
6.162299,2.6770303,2.804373,5.786015,9.829945,GALAXY
7.443414,5.5839324,5.458679,1.274596,0.15208012,QSO
8.443109,5.805133,3.918395,4.0789394,2.9269598,GALAXY
1.4073461,6.815541,8.681073,3.6887195,2.8866332,GALAXY
3.2278953,3.3470314,1.2525351,8.326412,5.852458,QSO
5.376274,4.055941,7.012044,5.2984986,0.67016226,GALAXY
1.0758263,6.33203,4.9988747,3.374004,3.7358801,GALAXY
2.2415476,5.334864,5.2609234,2.965384,3.864449,GALAXY
5.055177,4.162425,2.3763804,7.5366807,7.460316,STAR
8.46205,6.4635577,1.9436128,2.748932,3.900093,STAR
8.038942,5.2620883,5.360923,1.5153571,-0.20399776,QSO
5.027094,3.438694,2.625909,7.391114,8.485875,QSO
9.696098,2.4729154,3.7247548,6.188413,1.2343891,QSO
8.380534,6.5015755,4.9034753,3.0440903,8.790881,GALAXY
4.742661,5.5452986,6.4940014,3.687304,9.899834,GALAXY
4.44701,1.2199898,6.3065205,7.011334,8.127145,GALAXY
8.2903595,5.167142,3.6574152,3.535152,2.7138114,STAR
4.0960903,1.1626608,6.3281565,6.996272,7.4588766,QSO
2.6132414,5.932501,7.8789506,5.517118,8.494352,GALAXY
1.8216511,6.1301165,7.542673,5.710266,6.8337092,GALAXY
9.039145,5.988625,2.6041782,3.1847851,3.4387066,STAR
2.7931278,6.3763194,7.7123275,2.5861168,3.2032804,GALAXY
1.3708246,6.8185477,7.8773317,5.9963403,6.7653027,GALAXY
3.2552252,1.0865973,0.21956907,7.11865,4.0053844,QSO
5.9881783,1.4078832,5.784339,6.346512,10.432581,GALAXY
2.3938038,9.13107,5.0596356,2.4309382,4.522352,STAR
3.8841121,3.5846362,7.337578,4.9683948,9.571405,STAR
4.8465977,2.2338648,3.5743396,7.6440077,8.96894,GALAXY
6.073636,5.664144,10.011809,7.162938,2.908434,GALAXY
6.8302383,3.3076642,3.8580968,6.264705,2.7606704,STAR
7.678652,1.3416015,2.2370534,8.801451,3.3341548,STAR
3.7404995,2.094938,3.967954,7.422392,7.601157,GALAXY
4.3818913,0.94762594,1.0980582,6.9075246,2.8008213,QSO
6.9294834,6.1773977,6.145743,-0.6926962,1.8620261,QSO
8.741865,6.4224315,1.5620036,2.615769,3.8074625,GALAXY
6.2419205,5.260919,7.786743,5.5919213,1.9032546,GALAXY
1.1475047,6.1415677,7.400592,5.462205,6.1704283,STAR
0.1100858,5.652654,7.057253,4.9354243,5.829692,GALAXY
7.685193,6.6087284,0.60339135,1.7026163,3.8851886,STAR
1.4540403,9.465138,5.778048,4.2509584,4.031912,GALAXY
2.1731715,6.532123,7.7653856,5.805745,7.625822,GALAXY
6.514472,6.9392514,9.923015,6.8118362,3.4520078,GALAXY
5.742426,4.3859963,5.0693097,3.9333923,1.4351993,GALAXY
5.7114058,5.156186,5.314977,2.973355,9.661757,STAR
3.6042554,9.654111,4.500112,3.0912764,4.414996,GALAXY
8.524424,6.1984205,3.966525,4.375507,3.062484,STAR
8.03531,1.5122664,2.6550977,8.486882,2.9655604,GALAXY
1.5050457,1.7269818,0.97371686,7.5287995,4.150006,STAR
5.4426494,11.170259,7.4766965,5.0945683,4.1753907,GALAXY
5.070687,1.2932128,5.041967,7.7371473,8.979953,GALAXY
7.317278,2.7052057,3.0376248,7.8719788,1.3628439,QSO
7.5806274,6.535669,4.886958,4.3795133,3.2507722,STAR
2.318446,9.787624,5.159814,3.1674194,4.4442997,STAR
7.3036027,4.345946,2.9893758,4.3838253,8.873084,STAR
4.556534,9.39288,5.103848,3.342585,4.1915135,GALAXY
6.1843,1.6417122,4.462887,6.1266565,10.715616,GALAXY
4.705973,4.078459,6.429998,4.720801,1.0588652,GALAXY
6.581122,3.5097067,2.532999,5.281112,9.216922,GALAXY
4.5945864,1.0579796,0.9394263,8.648342,2.2814546,QSO
2.6495237,9.560886,4.456532,2.4829643,4.632355,GALAXY
0.34193006,8.2014,7.4901667,3.4616253,4.2863126,GALAXY
0.23064503,7.938321,5.7974772,3.9579346,4.4119034,GALAXY
5.8365526,5.0787144,9.6315365,6.9430866,2.4215198,GALAXY
8.763052,4.0154433,5.1458635,2.3915975,-0.10246186,QSO
4.81218,6.1636825,9.6866665,6.978502,3.1609905,GALAXY
2.5916789,1.1897552,0.22821873,6.9648123,3.9498866,QSO
3.7717865,7.807505,7.233737,5.733117,7.9149756,GALAXY
10.035231,3.89652,3.7961318,4.409142,0.1717433,QSO
9.100442,4.1568832,3.9232512,4.499893,-0.11689975,QSO
4.539866,1.6404226,5.20372,7.123084,8.576913,GALAXY
9.598013,4.1024942,4.318453,3.1597831,-0.056554746,QSO
8.049208,1.9007108,1.9188161,8.885028,2.4827158,GALAXY
6.498919,5.2171993,7.578283,5.5731993,1.6923349,STAR
3.8323436,6.327539,7.3247037,4.1673937,2.5702486,STAR
7.341367,2.1010423,2.4006386,8.930398,1.7185415,STAR
5.683306,8.026513,9.956808,6.7883286,3.8496482,GALAXY
6.7429466,5.9807506,5.3762236,-0.88504463,4.531656,STAR
-0.12628408,5.7126603,6.32136,4.2374496,5.1180434,GALAXY
7.974291,5.4241104,5.642636,0.94655836,0.05984734,QSO
0.081228144,7.100279,7.7868323,5.537925,5.744557,GALAXY
5.7787294,1.5728029,6.020066,5.8694143,10.53505,GALAXY
3.9617927,1.3216712,0.48535213,7.2714515,4.1590347,GALAXY
4.0907693,0.835323,0.12229975,7.388553,2.8708692,QSO
3.2251132,2.5071409,6.249226,6.2109776,5.5599656,GALAXY
3.4399211,6.471393,7.2363577,2.6013508,3.357567,STAR
7.221896,2.8438623,2.540072,4.2389674,10.174494,GALAXY
4.691156,4.0491056,2.2566733,7.869757,7.706644,QSO
3.4519107,9.545214,4.3617854,2.916499,4.4715967,GALAXY
4.150076,0.9268995,0.09678814,7.393653,3.5781653,QSO
8.232099,5.0349813,5.281728,1.6680485,-0.23469317,QSO
5.294325,2.650436,3.7664185,6.347699,3.0143697,GALAXY
9.056139,5.803178,3.212598,3.6263516,3.2016425,STAR
6.024551,7.194622,0.7495115,0.38427976,4.3611355,STAR
3.9780517,3.310863,2.6244767,8.067524,8.1750765,GALAXY
2.3916008,5.9925423,8.762045,3.575718,2.09723,GALAXY
5.404087,8.486174,6.3198123,6.2394767,5.9808817,GALAXY
9.733882,2.6324792,4.392598,3.839166,0.8279601,STAR
8.128214,3.4486573,2.8417304,6.9748,1.4605403,GALAXY
6.1028156,6.3186,5.0365868,0.47721612,1.8356161,GALAXY
-0.08221411,8.859552,6.887685,3.0687616,4.571085,GALAXY
6.1882434,2.3743675,3.905031,3.8513172,10.750404,GALAXY
8.432805,2.893402,5.095966,2.534075,2.0976117,GALAXY
0.04587506,7.8429985,8.389732,4.154092,4.035521,GALAXY
6.5490036,5.5778675,5.6108017,2.0638776,10.267511,GALAXY
5.625118,1.5074809,4.704186,7.4596004,9.711167,GALAXY
3.8623161,3.6392064,7.158488,5.029625,9.375453,GALAXY
2.092387,7.3306713,8.402512,5.951464,1.402809,GALAXY
2.718339,1.1152203,2.608977,6.6015167,4.3781085,GALAXY
6.6705427,4.707096,5.517813,4.7514057,1.2674596,GALAXY
4.898969,6.2880573,5.0226364,2.7365983,3.449287,GALAXY
7.447807,6.6983,0.5162405,1.5557665,3.9962895,STAR
4.6487865,2.488561,6.118437,5.522642,9.341746,STAR
8.002108,6.5196133,4.3559456,4.4744954,3.1819613,STAR
3.4644847,0.7979751,0.29146087,6.9210835,3.0018828,QSO
6.7382016,4.7450676,5.3529277,4.572021,1.4846491,GALAXY
5.0523605,7.028457,9.905071,6.9981008,3.559604,GALAXY
5.7260766,4.240104,6.389163,4.9825997,0.77588797,GALAXY
7.906812,6.2592177,1.4977685,2.036065,3.5194917,GALAXY
7.8435555,8.509028,5.988024,4.4423537,7.9946346,GALAXY
5.947754,7.3350034,4.6016936,-1.4461454,4.28824,STAR
7.145269,7.581858,5.9724846,3.2383854,9.045051,GALAXY
9.166958,4.258275,4.1607175,4.0200195,-0.22304228,QSO
5.6132717,3.1513171,2.3696308,7.6292787,4.9772477,STAR
4.768067,4.0649533,5.8355594,4.102865,9.657571,GALAXY
4.724491,2.9943376,1.6312213,8.295745,5.0259147,QSO
0.8189347,8.5344,6.508804,3.5267296,4.3658695,GALAXY
1.6248623,7.437819,8.70121,6.259225,1.4529077,GALAXY
3.9493713,1.3878707,4.6199145,7.587107,7.7707033,GALAXY
3.0196161,8.329081,7.315933,6.9939733,2.9235861,GALAXY
4.954025,3.625419,2.1588523,7.950298,5.5426903,QSO
4.8024855,6.779077,9.553214,6.7697053,3.3650036,GALAXY
3.1207433,7.726614,7.455454,6.0588274,7.511893,GALAXY
6.6501355,3.3010545,3.736431,2.4470112,10.3131275,GALAXY
1.9642359,6.280161,8.363515,2.2998154,3.2226636,GALAXY
6.826822,6.6953726,8.562462,5.689204,2.9394164,STAR
6.9452667,5.7386413,6.0500336,-0.10761697,1.5028671,STAR
6.1429157,7.5609055,6.8325033,3.408967,9.882758,GALAXY
2.8462374,8.263375,7.4204764,6.9512897,2.9205217,GALAXY
5.0102806,3.840661,6.3910213,3.4665623,10.828605,GALAXY
5.3577166,3.206997,5.4684844,3.3430893,10.750621,GALAXY
7.5277224,4.9357386,4.3895884,3.9824736,2.2137346,GALAXY
4.278183,1.3785199,7.228383,6.7033935,8.145477,QSO
6.6713786,8.170544,6.1545286,4.4504547,8.258518,GALAXY
3.6463394,4.898784,7.8349023,4.7446313,9.844273,GALAXY
7.3004622,4.1482334,3.132649,3.4899848,9.218756,GALAXY
5.906869,7.324551,5.122907,-1.101029,2.7399602,QSO
6.25116,6.9510956,5.401342,-1.399514,3.6304736,STAR
5.1928973,2.903991,5.3066106,4.175667,10.257642,STAR
1.3656808,4.812672,7.298227,5.352076,6.2628207,GALAXY
6.5621014,3.5400746,3.5107257,3.1122046,9.800942,GALAXY
2.9877126,5.4745393,8.058901,5.2053804,9.18875,GALAXY
5.093069,2.1204376,5.7013307,5.6555085,9.8156,GALAXY
1.4729105,4.399222,6.2886386,4.347973,4.775993,QSO
1.250168,7.8659015,8.721238,6.583175,2.29316,GALAXY
5.381209,2.706983,4.856975,4.4241905,10.162979,GALAXY
7.711496,4.244897,3.0700798,3.467681,9.222284,GALAXY
7.831726,2.8190594,2.5374405,8.51678,1.4374298,QSO
4.817003,7.6609883,6.910297,4.7931614,8.818611,GALAXY
4.086982,1.9491053,7.9640613,6.0859947,8.761422,GALAXY
5.018376,2.5214846,1.4450364,8.525779,4.7405105,STAR
5.1004353,9.190814,9.2998705,6.17239,3.976179,GALAXY
2.8465295,1.5928521,1.8660375,7.781962,3.4175339,STAR
6.465948,4.469718,4.302859,3.7291691,1.1898698,GALAXY
6.324299,1.7158036,4.820835,5.19831,11.134093,GALAXY
1.4841655,9.0162325,5.872361,3.6554136,4.2736573,GALAXY
7.0858064,5.9183383,4.415621,4.7605186,7.566492,GALAXY
6.4223776,6.42794,4.0838547,-0.16888827,5.083072,STAR
5.2656436,2.19313,3.0144606,6.9488807,2.624894,GALAXY
4.3669243,1.0228833,1.3077389,7.3350887,1.9869428,QSO
3.9016726,3.0602958,2.4252636,7.964579,7.676391,GALAXY
3.4082124,9.672904,4.3340526,2.9223213,4.4958673,GALAXY
5.1033993,0.937952,0.44743583,7.8644423,2.0826411,QSO
4.509302,11.474234,6.1958055,4.6227484,4.258985,GALAXY
8.667762,2.6195965,4.029607,5.816396,1.2759886,STAR
4.133465,8.96063,6.74478,7.255699,5.0360622,GALAXY
7.419359,2.623314,3.5858717,5.792742,3.7150803,STAR
5.482803,4.0904217,5.1335216,2.9565713,10.142491,GALAXY
1.9994849,1.65225,1.6861454,7.0759535,5.8302703,GALAXY
5.1029773,4.1117597,2.3839772,7.4640374,7.7358885,STAR
4.716526,3.1198049,3.2769969,6.9266105,8.143199,STAR
4.971685,3.933164,8.161168,5.9863567,1.0375326,GALAXY
6.361081,4.9296412,5.0478134,3.1295123,4.1842227,STAR
6.194616,6.852694,4.0083623,-0.70547754,4.9858646,GALAXY
1.7113758,1.6461896,0.7133276,7.529308,4.102726,QSO
4.6026106,1.0460652,0.8909545,8.705528,2.3573616,QSO
6.8604426,5.0371265,4.9964085,1.3105215,4.174821,STAR
4.222497,4.4804482,8.312093,6.106414,1.7807617,GALAXY
4.790575,3.780129,2.4716005,7.6233974,8.027352,GALAXY
8.499989,2.60535,2.626373,8.450849,1.8305107,QSO
3.1701357,0.90068007,1.5510987,6.6598887,2.937156,QSO
0.8104967,7.38281,8.174375,2.0280128,3.9559937,GALAXY
2.213705,1.4704461,3.1062415,7.3502684,6.541887,GALAXY
2.8488884,4.5796757,7.495762,5.407696,8.212585,STAR
6.50455,6.8829174,2.397823,0.9445766,5.3760915,GALAXY
3.5288634,8.627163,6.9915566,7.264953,2.607066,GALAXY
4.026454,8.030195,5.710041,2.7103872,4.0825253,STAR
3.8619947,1.5808642,7.4599013,6.5299797,7.7000413,GALAXY
7.12792,3.0248492,2.8296466,7.519808,1.4645067,QSO
5.380996,5.5683055,10.0365,7.297433,2.969325,GALAXY
5.7147036,4.1372685,2.5347378,6.8344135,7.748865,GALAXY
1.0178994,7.1911573,7.907806,6.000326,6.075151,GALAXY
8.212214,5.5880075,4.471579,2.3745675,9.374807,GALAXY
9.795886,3.5670276,3.274349,5.530235,0.7385194,QSO
5.883183,1.4815989,1.400173,8.660359,1.6889589,QSO
1.2792895,7.471004,8.245942,5.7111897,3.7746434,STAR
7.7497506,7.787882,6.023721,3.240571,9.035285,GALAXY
1.5387746,6.668994,4.9969225,3.522097,3.5981162,GALAXY
7.022586,8.934365,6.1726127,5.3790483,7.4146385,GALAXY
-0.04276982,6.866352,5.703758,3.9554908,4.4926977,STAR
3.8695269,3.1741762,7.751243,5.226678,9.550726,GALAXY
3.9104977,10.958249,5.29218,4.117097,4.32529,GALAXY
7.110711,4.6787796,4.4299073,3.321278,0.70794916,GALAXY
2.289953,8.02085,5.8321905,1.5779506,4.4949694,GALAXY
6.9772215,6.981642,0.43530893,1.2748151,4.50813,STAR
5.723774,10.938025,6.888055,4.683423,4.083384,GALAXY
9.982692,3.2506526,3.2473683,5.8425717,0.99393624,QSO
6.2342215,1.0920255,1.1882404,9.27717,3.4878266,STAR
5.00572,2.0896893,3.1387467,6.725723,3.4115224,GALAXY
4.0382023,2.399372,2.9738047,7.5169415,4.170706,GALAXY
1.3511113,1.4483904,1.4016385,6.7584696,4.7266965,QSO
9.325707,2.9395697,2.3783085,7.756683,1.8916765,QSO
1.9003838,7.6614556,7.769535,6.383869,4.648779,STAR
4.733548,0.907677,0.7525938,8.2459955,1.9976122,QSO
3.8441265,3.0826688,2.5753727,7.902467,5.636251,STAR
4.538635,10.647795,7.994994,5.3410525,4.060725,GALAXY
6.411459,6.9570303,5.823799,-0.99545807,2.088643,QSO
3.9607174,1.4172289,1.4591303,6.950719,4.014429,GALAXY
8.573673,3.6956122,5.822962,0.9885168,0.83392125,GALAXY
5.4477386,2.377384,3.2447236,7.427714,9.359493,GALAXY
1.3246237,6.85513,8.876991,4.2781878,2.6377144,GALAXY
0.847958,7.527334,8.556143,5.481005,3.6744397,GALAXY
6.4136877,4.9785595,7.117901,5.464251,1.3480935,GALAXY
8.617834,3.5570948,2.7953246,7.069482,1.3696456,QSO
5.222376,2.1645772,6.7786083,5.077614,10.596063,GALAXY
4.2164197,3.2515097,2.9154494,7.691082,8.036416,QSO
2.266661,7.9771204,7.7591844,6.6722817,3.3759267,GALAXY
6.1239767,7.089999,5.0644517,-1.4280612,3.9951065,GALAXY
8.853263,4.7031016,5.234528,1.5730662,-0.020397259,QSO
2.0187938,1.1936743,1.2311689,6.4111357,4.629496,QSO
7.8115153,1.5124024,2.0947807,8.511348,3.3157516,QSO
6.882905,4.572702,4.847414,1.8255547,10.406972,GALAXY
7.8935175,2.0215719,3.370335,6.615551,3.4630764,STAR
6.799077,7.8713427,5.5777225,5.8374033,5.411708,STAR
9.416425,3.2278845,3.8427236,5.742606,0.40813458,QSO
1.8588827,6.9187484,7.482206,1.4877132,4.0322056,GALAXY
7.205577,5.5412097,5.2635746,1.4981902,0.4170485,QSO
8.127389,3.6451187,5.943787,0.69835544,1.9987872,STAR
8.830458,3.0325847,2.386322,8.191089,1.6156105,QSO
7.2517443,5.337084,6.439855,-0.77902406,2.7387578,STAR
1.2723421,6.956046,7.906269,6.0341306,6.5967307,GALAXY
2.8751996,5.1764627,8.085021,5.262832,9.093787,GALAXY
3.8843408,7.4427767,6.178248,2.6117742,3.898189,GALAXY
5.6386914,9.258379,6.1533628,7.208444,4.7186313,GALAXY
4.8428774,1.725016,0.7576563,8.812874,4.3040805,QSO
7.129156,6.1311054,6.341022,4.861592,2.6691306,STAR
5.9531264,8.682935,5.986733,6.730738,4.5612984,GALAXY
1.7369169,6.498946,4.7860518,3.367879,3.342448,GALAXY
8.418217,1.8257825,2.4099357,8.637458,2.581108,QSO
8.3492565,2.4300911,4.3437433,4.4589386,2.6615295,STAR
10.1255245,3.1143808,3.5494337,5.6379094,0.7714929,QSO
6.123815,5.318801,5.1180005,2.7089376,9.61437,STAR
4.314164,2.3394508,8.05263,5.6303763,9.638331,GALAXY
0.43135148,5.252985,6.2402096,4.190199,5.00042,GALAXY
6.8135157,3.3531432,2.6313317,4.432964,9.506593,GALAXY
6.3942146,3.9896233,4.6922584,2.0310156,10.515128,GALAXY
2.2491574,9.655494,5.202836,3.0682638,4.4478617,GALAXY
2.2784433,6.26958,8.551951,3.6524088,2.3270683,GALAXY
4.5655437,4.3474092,8.977206,6.6247926,1.8496749,GALAXY
2.481328,4.609718,8.270413,5.4828787,8.6462145,GALAXY
7.962751,1.6497681,2.8656528,7.6502657,3.4608784,STAR
0.6886881,4.805671,6.7067714,4.611312,5.3578486,GALAXY
3.7700593,1.511678,0.30556235,7.658824,4.31375,QSO
6.1884236,6.9330134,10.153176,7.061855,3.5529091,GALAXY
4.4856277,9.3014,7.0014405,6.8664975,6.5759425,GALAXY
5.5933685,8.252708,9.898553,6.7002306,3.8863535,GALAXY
6.4416213,3.1899304,4.690305,2.6185677,10.9696865,GALAXY
1.7390882,1.9144925,0.73239255,7.2767797,5.296545,GALAXY
1.3157283,9.665561,5.502861,2.4174771,4.6428757,GALAXY
7.950737,6.909803,2.4553287,3.1398628,4.304978,GALAXY
5.8273253,1.1921122,0.46620387,8.094833,2.7155356,QSO
4.145049,6.473747,6.9922533,4.64937,2.6487036,STAR
6.364622,1.9647886,1.3293374,8.220651,1.666629,QSO
0.27010745,6.816649,5.288942,3.75167,4.089888,GALAXY
0.73878396,7.345022,8.098374,6.0904865,6.180442,GALAXY
3.0939257,1.4539868,1.4278996,8.065647,3.0719657,STAR
9.195482,2.2965083,3.0158103,6.664395,2.3619983,QSO
8.615876,4.855793,5.2896204,1.6311017,-0.27045274,QSO
3.1569436,4.773135,8.088222,5.1154222,9.383846,GALAXY
6.996093,8.820676,6.173871,5.216492,7.5617085,GALAXY
8.229816,6.6099606,2.6602643,3.2795627,3.941065,GALAXY
